Stock quote and option quote for AIG on 9/1/19 18:03:02

UNDERLYING
LAST,LX,Net Chng,BID,BX,ASK,AX,Size,Volume,Open,High,Low
52.04,N,-.42,51.70,P,52.25,P,5 x 5,"4,565,049",52.88,52.88,51.80

UNDERLYING EXTRA INFO
Yield,PE,Div,Div.Freq,Ex Div.Date,52High,52Low,Shares,FastBeta
2.46%,-650.5,.32,Q,9/16/19,57.585,36.16,"869,908,300",0.82

Theo parameters
Theo date,Theo stock price,Theo volatility
9/1/19, 0.00$, 0.00%

6 SEP 19  (5)  100 (Weeklys)
,,Option Code,Volume,Open.Int,Delta,Gamma,Theta,Vega,Rho,Impl Vol,Theo Price,ROC,ROR,Prob.ITM,Prob.Touch,Prob.OTM,Cov Return,Max Cov Return,Mark,Size,BS,AS,%Change,Last,LAST,LX,Open,High,Low,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Option Code,Volume,Open.Int,Delta,Gamma,Theta,Vega,Rho,Impl Vol,Theo Price,ROC,ROR,Prob.ITM,Prob.Touch,Prob.OTM,Cov Return,Max Cov Return,Mark,Size,BS,AS,%Change,Last,LAST,LX,Open,High,Low,,
,,AIG200117C48,0,243,.702,.038,-.011,.109,.100,28.34%,5.78,<empty>,<empty>,64.24%,67.26%,35.76%,8.76%,8.76%,5.775,137 x 143,137,143,0.00%,6.80,6.80,Q,0,0,0,5.55,B,6.00,X,17 JAN 20,48,1.91,Q,2.00,Z,AIG200117P48,4,249,-.296,.036,-.012,.110,-.066,29.37%,1.96,30.70%,4.25%,36.48%,68.46%,63.52%,9.87%,<empty>,1.955,3 x 9,3,9,+3.70%,1.96,1.96,N,1.96,1.96,1.96,,
,,AIG200117C49,0,"2,175",.662,.041,-.011,.116,.098,27.63%,5.08,<empty>,<empty>,60.16%,74.80%,39.84%,10.28%,10.28%,5.075,30 x 45,30,45,0.00%,6.27,6.27,A,0,0,0,4.90,M,5.25,X,17 JAN 20,49,2.20,P,2.36,Z,AIG200117P49,0,856,-.335,.039,-.012,.116,-.074,28.87%,2.28,30.94%,4.88%,40.55%,75.95%,59.45%,11.51%,<empty>,2.280,5 x 40,5,40,0.00%,2.05,2.05,Q,0,0,0,,
,,AIG200117C50,0,"5,173",.619,.044,-.011,.121,.095,27.03%,4.43,<empty>,<empty>,55.80%,82.83%,44.20%,12.04%,12.04%,4.425,53 x 45,53,45,0.00%,5.70,5.70,P,0,0,0,4.25,I,4.60,X,17 JAN 20,50,2.56,H,2.71,N,AIG200117P50,114,"10,352",-.376,.042,-.012,.121,-.084,28.29%,2.63,31.49%,5.56%,44.76%,83.66%,55.24%,13.30%,<empty>,2.635,7 x 9,7,9,+8.15%,2.52,2.52,X,2.51,2.57,2.51,,
,,AIG200117C52.5,0,"4,637",.503,.048,-.011,.127,.083,26.07%,3.06,<empty>,<empty>,44.20%,95.14%,55.80%,15.45%,17.77%,3.060,13 x 65,13,65,0.00%,3.36,3.36,C,0,0,0,2.92,Z,3.20,I,17 JAN 20,52.5,3.65,P,3.85,X,AIG200117P52.5,0,"7,043",-.487,.045,-.013,.127,-.109,27.23%,3.75,36.03%,7.69%,55.84%,95.33%,44.16%,16.61%,<empty>,3.750,16 x 45,16,45,0.00%,3.40,3.40,Q,0,0,0,,
,,AIG200117C55,26,"6,286",.383,.047,-.011,.122,.066,25.12%,1.99,<empty>,<empty>,32.79%,69.79%,67.21%,10.02%,24.97%,1.985,7 x 12,7,12,-12.78%,1.98,1.98,Q,1.98,1.98,1.98,1.86,Z,2.11,Z,17 JAN 20,55,5.00,C,5.55,X,AIG200117P55,0,"3,413",-.595,.044,-.012,.123,-.133,27.28%,5.28,50.68%,10.61%,66.40%,71.89%,33.60%,11.69%,<empty>,5.275,44 x 252,44,252,0.00%,4.60,4.60,Z,0,0,0,,
,,AIG200117C57.5,6,"3,547",.266,.043,-.009,.105,.047,23.81%,1.16,<empty>,<empty>,22.23%,46.84%,77.77%,5.83%,33.40%,1.155,131 x 58,131,58,+5.60%,1.32,1.32,C,1.30,1.32,1.30,.95,X,1.36,Z,17 JAN 20,57.5,6.25,M,7.35,X,AIG200117P57.5,0,519,-.712,.042,-.010,.108,-.158,25.10%,6.80,65.33%,13.41%,76.82%,48.98%,23.18%,6.77%,<empty>,6.800,46 x 207,46,207,0.00%,6.50,6.50,A,0,0,0,,
,,AIG200117C60,10,"26,163",.180,.034,-.007,.084,.033,23.73%,.69513217,<empty>,<empty>,14.51%,30.40%,85.49%,3.51%,43.70%,.695,125 x 49,125,49,-16.47%,.71,.71,M,.71,.71,.71,.59,B,.80,Z,17 JAN 20,60,8.25,X,9.15,M,AIG200117P60,0,"1,480",-.810,.034,-.007,.085,-.176,23.89%,8.70,83.59%,16.96%,85.34%,30.72%,14.66%,3.74%,<empty>,8.700,70 x 55,70,55,0.00%,8.50,8.50,N,0,0,0,,
,,AIG200117C62.5,0,"2,893",.121,.026,-.006,.065,.022,24.17%,.43499894,<empty>,<empty>,9.43%,19.69%,90.57%,2.20%,55.01%,.435,65 x 139,65,139,0.00%,.49,.49,B,0,0,0,.35,X,.52,B,17 JAN 20,62.5,10.90,M,11.60,X,AIG200117P62.5,0,39,-.822,.027,-.008,.081,-.169,28.84%,11.25,108.09%,21.95%,87.04%,27.33%,12.96%,3.99%,<empty>,11.250,42 x 67,42,67,0.00%,10.75,10.75,M,0,0,0,,
,,AIG200117C65,0,"2,005",.080,.019,-.004,.048,.015,24.61%,.27026319,<empty>,<empty>,6.03%,12.55%,93.97%,1.36%,66.80%,.270,52 x 276,52,276,0.00%,.31,.31,Q,0,0,0,.19,X,.35,X,17 JAN 20,65,13.05,B,13.70,B,AIG200117P65,0,11,-.886,.021,-.006,.059,-.164,27.37%,13.38,128.51%,25.91%,92.10%,16.54%,7.90%,2.10%,<empty>,13.375,36 x 3,36,3,0.00%,10.85,10.85,Q,0,0,0,,
,,AIG200117C67.5,0,560,.050,.013,-.003,.033,.009,24.67%,.15511336,<empty>,<empty>,3.62%,7.50%,96.38%,0.78%,78.84%,.155,62 x 63,62,63,0.00%,.33,.33,Q,0,0,0,.10,Z,.21,M,17 JAN 20,67.5,13.80,B,17.35,B,AIG200117P67.5,0,0,-.949,.013,-.002,.030,-.134,23.94%,15.58,149.64%,30.00%,96.76%,6.71%,3.24%,0.58%,<empty>,15.575,36 x 3,36,3,0.00%,15.50,15.50,N,0,0,0,,
,,AIG200117C70,0,346,.047,.011,-.003,.031,.009,27.48%,.16004734,<empty>,<empty>,3.26%,6.78%,96.74%,0.81%,91.49%,.160,0 x 167,0,167,0.00%,.24,.24,T,0,0,0,0,D,.32,X,17 JAN 20,70,16.10,B,20.30,B,AIG200117P70,0,0,-.928,.014,-.004,.042,-.121,30.46%,18.20,174.87%,35.14%,95.36%,9.70%,4.64%,1.21%,<empty>,18.200,36 x 3,36,3,0.00%,18.52,18.52,E,0,0,0,,
,,AIG200117C72.5,0,"1,930",.039,.009,-.003,.027,.007,29.30%,.14000509,<empty>,<empty>,2.65%,5.52%,97.35%,0.71%,104.02%,.140,0 x 128,0,128,0.00%,.10,.10,Q,0,0,0,0,H,.28,B,17 JAN 20,72.5,18.60,B,22.75,B,AIG200117P72.5,0,0,-.936,.012,-.004,.038,-.101,32.76%,20.68,198.65%,39.89%,96.00%,8.39%,4.00%,1.09%,<empty>,20.675,36 x 3,36,3,0.00%,35.10,35.10,C,0,0,0,,
,,AIG200117C75,0,202,.038,.008,-.003,.027,.007,31.84%,.14510599,<empty>,<empty>,2.46%,5.13%,97.54%,0.73%,116.66%,.145,0 x 142,0,142,0.00%,.07,.07,A,0,0,0,0,N,.29,X,17 JAN 20,75,21.15,B,25.30,B,AIG200117P75,0,0,-.931,.012,-.005,.041,-.105,36.81%,23.23,223.15%,44.86%,95.83%,8.80%,4.17%,1.34%,<empty>,23.225,36 x 3,36,3,0.00%,34.00,34.00,A,0,0,0,,
,,AIG200117C80,0,141,.033,.006,-.003,.024,.006,36.03%,.14005766,<empty>,<empty>,2.00%,4.19%,98.00%,0.71%,141.88%,.140,0 x 69,0,69,0.00%,.01,.01,W,0,0,0,0,B,.28,Z,17 JAN 20,80,27.00,B,30.15,B,AIG200117P80,0,0,-.894,.012,-.010,.057,-.200,49.41%,28.58,274.55%,55.57%,94.17%,12.56%,5.83%,3.11%,<empty>,28.575,36 x 3,36,3,<empty>,0,0, ,0,0,0,,
,,AIG200117C85,0,179,.029,.005,-.003,.021,.005,39.58%,.13000351,<empty>,<empty>,1.62%,3.41%,98.38%,0.66%,167.08%,.130,0 x 103,0,103,0.00%,.16,.16,H,0,0,0,0,J,.26,Z,17 JAN 20,85,31.05,T,35.25,B,AIG200117P85,0,0,-.951,.008,-.004,.031,-.209,44.62%,33.15,318.50%,63.93%,97.30%,5.74%,2.70%,0.96%,<empty>,33.150,12 x 3,12,3,<empty>,0,0, ,0,0,0,,
,,AIG200117C90,0,481,.017,.003,-.002,.013,.003,39.63%,.07027871,<empty>,<empty>,0.89%,1.86%,99.11%,0.35%,192.02%,.070,0 x 2,0,2,0.00%,.09,.09,Z,0,0,0,0,Z,.14,Z,17 JAN 20,90,36.10,T,40.10,B,AIG200117P90,0,0,-.959,.006,-.004,.025,-.360,47.28%,38.10,366.06%,73.41%,97.88%,4.50%,2.12%,0.71%,<empty>,38.100,12 x 3,12,3,<empty>,0,0, ,0,0,0,,
,,AIG200117C95,0,2,.025,.004,-.003,.019,.004,46.68%,.13014333,<empty>,<empty>,1.25%,2.65%,98.75%,0.66%,217.57%,.130,0 x 50,0,50,0.00%,.09,.09,N,0,0,0,0,M,.26,Z,17 JAN 20,95,41.05,Z,45.20,B,AIG200117P95,0,0,-.952,.005,-.005,.027,-.619,52.78%,43.13,414.34%,83.13%,97.81%,4.68%,2.19%,0.83%,<empty>,43.125,27 x 3,27,3,<empty>,0,0, ,0,0,0,,
,,AIG200117C100,0,361,.024,.004,-.003,.018,.004,49.87%,.13014037,<empty>,<empty>,1.12%,2.38%,98.88%,0.66%,242.82%,.130,0 x 74,0,74,0.00%,.05,.05,Z,0,0,0,0,M,.26,Z,17 JAN 20,100,46.00,Z,50.20,B,AIG200117P100,0,0,-.951,.004,-.005,.025,-.933,56.50%,48.10,462.14%,92.68%,98.00%,4.30%,2.00%,0.71%,<empty>,48.100,27 x 3,27,3,<empty>,0,0, ,0,0,0,,

21 FEB 20  (173)  100
,,Option Code,Volume,Open.Int,Delta,Gamma,Theta,Vega,Rho,Impl Vol,Theo Price,ROC,ROR,Prob.ITM,Prob.Touch,Prob.OTM,Cov Return,Max Cov Return,Mark,Size,BS,AS,%Change,Last,LAST,LX,Open,High,Low,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Option Code,Volume,Open.Int,Delta,Gamma,Theta,Vega,Rho,Impl Vol,Theo Price,ROC,ROR,Prob.ITM,Prob.Touch,Prob.OTM,Cov Return,Max Cov Return,Mark,Size,BS,AS,%Change,Last,LAST,LX,Open,High,Low,,
,,AIG200221C30,0,0,.896,.002,-.007,.044,.026,58.91%,22.15,<empty>,<empty>,87.41%,22.97%,12.59%,0.44%,0.44%,22.150,36 x 3,36,3,<empty>,0,0, ,0,0,0,20.05,B,24.25,B,21 FEB 20,30,.04,X,.69,X,AIG200221P30,0,0,-.042,.005,-.005,.032,-.012,51.52%,.36510448,12.17%,1.23%,8.61%,15.96%,91.39%,1.47%,<empty>,.365,432 x 297,432,297,<empty>,0,0, ,0,0,0,,
,,AIG200221C35,0,0,.900,.005,-.006,.050,.048,43.89%,17.30,<empty>,<empty>,87.51%,23.26%,12.49%,1.05%,1.05%,17.300,36 x 3,36,3,<empty>,0,0, ,0,0,0,15.20,B,19.40,B,21 FEB 20,35,.33,X,.53,X,AIG200221P35,0,11,-.061,.008,-.005,.043,-.017,40.75%,.43015626,12.29%,1.24%,10.35%,19.40%,89.65%,1.73%,<empty>,.430,60 x 270,60,270,0.00%,.26,.26,Z,0,0,0,,
,,AIG200221C40,0,0,.880,.013,-.006,.065,.083,33.64%,12.53,<empty>,<empty>,84.32%,29.51%,15.68%,1.96%,1.96%,12.525,161 x 3,161,3,<empty>,0,0, ,0,0,0,12.15,B,12.90,B,21 FEB 20,40,.61,B,.84,X,AIG200221P40,0,61,-.110,.015,-.007,.067,-.030,34.28%,.72530097,18.13%,1.85%,16.24%,30.52%,83.76%,2.92%,<empty>,.725,137 x 159,137,159,0.00%,.71,.71,X,0,0,0,,
,,AIG200221C45,0,0,.781,.027,-.008,.102,.117,30.03%,8.33,<empty>,<empty>,72.14%,52.20%,27.86%,5.18%,5.18%,8.325,55 x 3,55,3,<empty>,0,0, ,0,0,0,8.00,M,8.65,B,21 FEB 20,45,1.36,Z,1.66,X,AIG200221P45,0,42,-.215,.026,-.009,.104,-.060,30.74%,1.51,33.56%,3.47%,28.48%,53.28%,71.52%,6.09%,<empty>,1.510,60 x 216,60,216,0.00%,1.05,1.05,N,0,0,0,,
,,AIG200221C50,4,78,.611,.038,-.010,.136,.115,27.80%,4.90,<empty>,<empty>,54.02%,85.31%,45.98%,11.54%,11.54%,4.900,171 x 353,171,353,-1.32%,5.25,5.25,X,5.25,5.25,5.25,4.55,B,5.25,X,21 FEB 20,50,2.81,Z,3.30,X,AIG200221P50,0,"1,003",-.381,.037,-.011,.136,-.107,28.36%,3.05,36.51%,6.51%,46.21%,85.63%,53.79%,12.32%,<empty>,3.055,99 x 349,99,349,0.00%,2.12,2.12,M,0,0,0,,
,,AIG200221C52.5,0,111,.505,.044,-.010,.142,.102,24.96%,3.28,<empty>,<empty>,44.04%,95.42%,55.96%,13.23%,15.09%,3.280,195 x 9,195,9,0.00%,3.80,3.80,Q,0,0,0,2.96,C,3.60,N,21 FEB 20,52.5,3.90,B,4.30,B,AIG200221P52.5,20,20,-.481,.041,-.011,.142,-.135,26.78%,4.10,39.39%,8.47%,56.04%,95.71%,43.96%,14.68%,<empty>,4.100,145 x 136,145,136,+18.26%,4.08,4.08,B,4.08,4.08,4.08,,
,,AIG200221C55,0,"1,262",.404,.042,-.010,.138,.085,25.82%,2.44,<empty>,<empty>,34.02%,73.20%,65.98%,9.82%,21.76%,2.435,109 x 9,109,9,0.00%,3.35,3.35,X,0,0,0,2.26,Z,2.61,B,21 FEB 20,55,5.35,Z,5.80,X,AIG200221P55,0,39,-.581,.040,-.011,.138,-.163,26.53%,5.58,53.56%,11.28%,65.75%,73.83%,34.25%,10.55%,<empty>,5.575,36 x 63,36,63,0.00%,5.00,5.00,X,0,0,0,,
,,AIG200221C57.5,1,154,.301,.039,-.009,.125,.066,24.74%,1.57,<empty>,<empty>,24.75%,52.70%,75.25%,6.31%,28.34%,1.565,181 x 12,181,12,-10.81%,1.65,1.65,D,1.65,1.65,1.65,1.37,X,1.76,Z,21 FEB 20,57.5,6.95,X,7.45,Q,AIG200221P57.5,0,1,-.679,.038,-.009,.126,-.188,25.66%,7.20,69.18%,14.31%,74.67%,54.05%,25.33%,7.02%,<empty>,7.200,64 x 1,64,1,0.00%,4.00,4.00,T,0,0,0,,
,,AIG200221C60,0,64,.219,.033,-.007,.106,.049,24.57%,1.03,<empty>,<empty>,17.43%,36.88%,82.57%,4.13%,36.24%,1.025,152 x 12,152,12,0.00%,1.66,1.66,X,0,0,0,.84,B,1.21,Z,21 FEB 20,60,8.90,X,9.40,B,AIG200221P60,0,120,-.757,.033,-.008,.109,-.204,25.74%,9.15,87.91%,17.99%,81.65%,38.93%,18.35%,4.80%,<empty>,9.150,38 x 3,38,3,0.00%,7.10,7.10,Z,0,0,0,,
,,AIG200221C62.5,0,492,.162,.027,-.006,.088,.036,25.15%,.71499535,<empty>,<empty>,12.42%,26.17%,87.58%,2.88%,45.08%,.715,98 x 199,98,199,0.00%,.91,.91,H,0,0,0,.57,Z,.86,X,21 FEB 20,62.5,11.10,P,11.65,P,AIG200221P62.5,0,0,-.807,.027,-.007,.095,-.206,27.15%,11.38,109.29%,22.25%,86.06%,29.53%,13.94%,3.69%,<empty>,11.375,17 x 3,17,3,<empty>,0,0, ,0,0,0,,
,,AIG200221C65,1,7,.114,.021,-.005,.069,.026,25.30%,.47035577,<empty>,<empty>,8.48%,17.81%,91.52%,1.90%,54.17%,.470,81 x 138,81,138,-16.33%,.41,.41,C,.41,.41,.41,.39,Z,.55,B,21 FEB 20,65,13.20,B,13.95,B,AIG200221P65,0,0,-.856,.023,-.006,.078,-.200,27.30%,13.58,130.43%,26.40%,90.08%,20.93%,9.92%,2.48%,<empty>,13.575,36 x 3,36,3,<empty>,0,0, ,0,0,0,,
,,AIG200221C70,0,0,.066,.013,-.004,.046,.015,27.08%,.25999487,<empty>,<empty>,4.54%,9.50%,95.46%,1.05%,73.49%,.260,402 x 288,402,288,<empty>,0,0, ,0,0,0,.03,X,.49,X,21 FEB 20,70,16.15,B,20.40,B,AIG200221P70,0,0,-.913,.015,-.004,.054,-.154,28.89%,18.28,175.59%,35.33%,94.49%,11.58%,5.51%,1.27%,<empty>,18.275,36 x 3,36,3,<empty>,0,0, ,0,0,0,,
,,AIG200221C75,0,0,.056,.010,-.004,.041,.013,31.50%,.25001094,<empty>,<empty>,3.59%,7.56%,96.41%,1.01%,93.62%,.250,0 x 159,0,159,<empty>,0,0, ,0,0,0,0,D,.50,X,21 FEB 20,75,21.05,B,25.30,B,AIG200221P75,0,0,-.937,.011,-.004,.042,-.109,32.04%,23.18,222.67%,44.72%,96.19%,8.03%,3.81%,0.87%,<empty>,23.175,36 x 3,36,3,<empty>,0,0, ,0,0,0,,

19 JUN 20  (292)  100
,,Option Code,Volume,Open.Int,Delta,Gamma,Theta,Vega,Rho,Impl Vol,Theo Price,ROC,ROR,Prob.ITM,Prob.Touch,Prob.OTM,Cov Return,Max Cov Return,Mark,Size,BS,AS,%Change,Last,LAST,LX,Open,High,Low,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Option Code,Volume,Open.Int,Delta,Gamma,Theta,Vega,Rho,Impl Vol,Theo Price,ROC,ROR,Prob.ITM,Prob.Touch,Prob.OTM,Cov Return,Max Cov Return,Mark,Size,BS,AS,%Change,Last,LAST,LX,Open,High,Low,,
,,AIG200619C25,0,0,1.000,.00,.00,.00,.00,--,<empty>,<empty>,<empty>,100.00%,<empty>,0.00%,-0.16%,0.00%,26.975,36 x 3,36,3,<empty>,0,0, ,0,0,0,26.10,B,27.85,B,19 JUN 20,25,.03,X,.75,X,AIG200619P25,0,0,-.034,.003,-.003,.035,-.017,51.53%,.39012982,15.60%,1.58%,8.85%,16.08%,91.15%,0.93%,<empty>,.390,610 x 462,610,462,<empty>,0,0, ,0,0,0,,
,,AIG200619C28,0,0,.879,.003,-.006,.062,.055,58.95%,24.45,<empty>,<empty>,81.67%,32.36%,18.33%,0.98%,0.98%,24.450,36 x 3,36,3,<empty>,0,0, ,0,0,0,23.15,B,25.75,Z,19 JUN 20,28,.08,X,.68,X,AIG200619P28,0,8,-.039,.004,-.003,.039,-.019,44.29%,.38033594,13.57%,1.38%,8.78%,16.11%,91.22%,0.91%,<empty>,.380,637 x 388,637,388,0.00%,.50,.50,X,0,0,0,,
,,AIG200619C30,0,0,1.000,.00,.00,.00,.00,--,<empty>,<empty>,<empty>,100.00%,<empty>,0.00%,-0.10%,0.00%,22.000,36 x 3,36,3,<empty>,0,0, ,0,0,0,21.20,B,22.80,B,19 JUN 20,30,.14,X,.71,X,AIG200619P30,0,0,-.046,.005,-.003,.045,-.023,41.06%,.42503625,14.17%,1.44%,9.62%,17.72%,90.38%,1.02%,<empty>,.425,619 x 406,619,406,<empty>,0,0, ,0,0,0,,
,,AIG200619C33,0,0,.909,.004,-.003,.052,.038,35.90%,19.05,<empty>,<empty>,89.33%,19.80%,10.67%,0.02%,0.02%,19.050,12 x 3,12,3,<empty>,0,0, ,0,0,0,18.05,Z,20.05,B,19 JUN 20,33,.41,X,.59,X,AIG200619P33,0,6,-.060,.007,-.003,.055,-.029,36.45%,.50014286,15.15%,1.54%,11.11%,20.59%,88.89%,1.20%,<empty>,.500,382 x 162,382,162,0.00%,.48,.48,X,0,0,0,,
,,AIG200619C35,0,0,.899,.006,-.003,.063,.076,34.62%,17.28,<empty>,<empty>,86.70%,24.66%,13.30%,0.56%,0.56%,17.275,79 x 6,79,6,<empty>,0,0, ,0,0,0,16.85,A,17.70,P,19 JUN 20,35,.57,X,.75,B,AIG200619P35,0,190,-.078,.009,-.004,.068,-.037,35.09%,.66009504,18.86%,1.92%,13.71%,25.38%,86.29%,1.58%,<empty>,.660,415 x 134,415,134,0.00%,.39,.39,X,0,0,0,,
,,AIG200619C38,0,0,.870,.011,-.004,.085,.124,32.95%,14.68,<empty>,<empty>,81.73%,33.77%,18.27%,1.52%,1.52%,14.675,125 x 346,125,346,<empty>,0,0, ,0,0,0,14.45,B,14.90,X,19 JUN 20,38,.87,X,1.07,Z,AIG200619P38,2,265,-.113,.012,-.005,.089,-.054,33.02%,.97000306,25.53%,2.62%,18.34%,33.89%,81.66%,2.32%,<empty>,.970,176 x 151,176,151,+72.73%,.95,.95,N,.95,.95,.95,,
,,AIG200619C40,0,10,.851,.015,-.004,.098,.145,30.40%,12.85,<empty>,<empty>,79.30%,38.35%,20.70%,1.94%,1.94%,12.850,141 x 213,141,213,0.00%,16.68,16.68,C,0,0,0,12.60,X,13.10,X,19 JUN 20,40,1.19,X,1.34,M,AIG200619P40,4,188,-.144,.015,-.006,.105,-.069,31.96%,1.27,31.63%,3.27%,22.26%,41.06%,77.74%,3.03%,<empty>,1.265,147 x 21,147,21,+6.90%,1.24,1.24,Q,1.24,1.24,1.24,,
,,AIG200619C43,160,"1,148",.800,.021,-.005,.123,.174,28.12%,10.33,<empty>,<empty>,73.14%,49.69%,26.86%,3.08%,3.08%,10.325,47 x 40,47,40,-6.36%,10.30,10.30,N,10.45,10.45,10.20,10.20,H,10.45,N,19 JUN 20,43,1.79,B,1.96,X,AIG200619P43,1,"1,887",-.203,.020,-.007,.131,-.098,30.69%,1.88,43.60%,4.56%,29.34%,53.88%,70.66%,4.49%,<empty>,1.875,139 x 256,139,256,+2.92%,1.76,1.76,N,1.76,1.76,1.76,,
,,AIG200619C45,0,1,.745,.024,-.006,.143,.184,28.60%,9.00,<empty>,<empty>,66.46%,61.62%,33.54%,4.69%,4.69%,9.000,174 x 463,174,463,0.00%,10.10,10.10,M,0,0,0,8.75,M,9.25,X,19 JUN 20,45,2.21,Z,2.46,X,AIG200619P45,2,639,-.247,.023,-.007,.146,-.119,29.49%,2.34,51.89%,5.47%,34.30%,62.85%,65.70%,5.59%,<empty>,2.335,151 x 114,151,114,+5.96%,2.31,2.31,Q,2.31,2.31,2.31,,
,,AIG200619C47,0,266,.690,.027,-.007,.159,.187,28.02%,7.65,<empty>,<empty>,60.48%,72.30%,39.52%,6.25%,6.25%,7.650,183 x 542,183,542,0.00%,11.44,11.44,A,0,0,0,7.35,X,7.95,X,19 JUN 20,47,2.77,X,3.10,B,AIG200619P47,10,208,-.299,.026,-.008,.160,-.144,28.64%,2.94,54.68%,6.66%,39.95%,72.96%,60.05%,7.03%,<empty>,2.935,263 x 129,263,129,+43.75%,2.99,2.99,X,2.99,2.99,2.99,,
,,AIG200619C50,0,94,.600,.031,-.007,.176,.180,26.78%,5.77,<empty>,<empty>,51.25%,88.64%,48.75%,8.95%,8.95%,5.775,137 x 2,137,2,0.00%,9.15,9.15,X,0,0,0,5.55,B,6.00,C,19 JUN 20,50,3.95,X,4.25,M,AIG200619P50,56,730,-.386,.029,-.008,.176,-.186,27.75%,4.10,49.00%,8.93%,49.13%,89.09%,50.87%,9.82%,<empty>,4.100,237 x 385,237,385,+6.68%,4.15,4.15,Z,4.05,4.15,4.05,,
,,AIG200619C52.5,0,887,.519,.032,-.008,.182,.165,26.48%,4.55,<empty>,<empty>,43.20%,96.53%,56.80%,10.90%,12.00%,4.550,229 x 527,229,527,0.00%,5.20,5.20,C,0,0,0,4.30,X,4.80,X,19 JUN 20,52.5,5.15,X,5.45,H,AIG200619P52.5,0,833,-.463,.031,-.008,.182,-.222,27.16%,5.30,50.92%,11.23%,56.87%,96.61%,43.13%,11.59%,<empty>,5.300,240 x 21,240,21,0.00%,5.22,5.22,Q,0,0,0,,
,,AIG200619C55,1,299,.439,.032,-.008,.181,.146,25.93%,3.47,<empty>,<empty>,35.56%,78.54%,64.44%,8.32%,15.41%,3.475,101 x 561,101,561,-2.90%,3.35,3.35,Z,3.35,3.35,3.35,3.25,X,3.70,X,19 JUN 20,55,6.35,X,7.15,B,AIG200619P55,0,31,-.539,.031,-.008,.181,-.255,26.93%,6.75,64.85%,13.99%,64.25%,79.23%,35.75%,9.08%,<empty>,6.750,230 x 3,230,3,0.00%,5.35,5.35,Q,0,0,0,,
,,AIG200619C57.5,0,60,.356,.032,-.007,.172,.123,24.87%,2.50,<empty>,<empty>,28.24%,61.63%,71.76%,5.99%,19.07%,2.500,11 x 297,11,297,0.00%,2.66,2.66,Q,0,0,0,2.41,H,2.59,X,19 JUN 20,57.5,8.05,X,8.65,X,AIG200619P57.5,0,39,-.613,.030,-.008,.174,-.284,26.55%,8.35,80.23%,16.99%,71.02%,63.62%,28.98%,6.92%,<empty>,8.350,230 x 355,230,355,0.00%,7.49,7.49,M,0,0,0,,
,,AIG200619C60,0,571,.285,.030,-.006,.157,.101,24.52%,1.83,<empty>,<empty>,21.93%,47.48%,78.07%,4.37%,23.44%,1.825,269 x 468,269,468,0.00%,1.95,1.95,N,0,0,0,1.64,X,2.01,X,19 JUN 20,60,9.70,X,10.50,X,AIG200619P60,0,7,-.682,.029,-.007,.161,-.306,26.10%,10.10,97.04%,20.24%,77.08%,49.88%,22.92%,5.13%,<empty>,10.100,262 x 561,262,561,0.00%,7.14,7.14,C,0,0,0,,
,,AIG200619C62.5,0,562,.227,.026,-.006,.140,.082,24.68%,1.37,<empty>,<empty>,16.96%,36.52%,83.04%,3.28%,28.34%,1.370,77 x 450,77,450,0.00%,1.41,1.41,N,0,0,0,1.25,W,1.49,X,19 JUN 20,62.5,11.75,B,12.70,X,AIG200619P62.5,0,0,-.729,.026,-.007,.149,-.311,27.19%,12.23,117.46%,24.32%,81.30%,40.62%,18.70%,4.23%,<empty>,12.225,137 x 46,137,46,<empty>,0,0, ,0,0,0,,
,,AIG200619C65,4,483,.162,.022,-.004,.114,.060,23.40%,.85499358,<empty>,<empty>,11.83%,25.25%,88.17%,2.05%,33.09%,.855,430 x 294,430,294,-6.06%,.93,.93,B,1.00,1.00,.93,.68,X,1.03,X,19 JUN 20,65,14.00,B,14.65,C,AIG200619P65,0,16,-.775,.023,-.006,.134,-.309,27.50%,14.33,137.63%,28.27%,85.10%,32.22%,14.90%,3.27%,<empty>,14.325,137 x 2,137,2,0.00%,14.20,14.20,C,0,0,0,,
,,AIG200619C70,0,347,.104,.016,-.003,.084,.039,24.63%,.52038286,<empty>,<empty>,7.06%,15.00%,92.94%,1.25%,44.27%,.520,120 x 445,120,445,0.00%,.56,.56,Z,0,0,0,.43,Z,.61,X,19 JUN 20,70,18.10,M,19.25,X,AIG200619P70,0,30,-.856,.018,-.004,.100,-.272,27.34%,18.68,179.43%,36.39%,91.12%,19.02%,8.88%,1.71%,<empty>,18.675,187 x 54,187,54,0.00%,14.65,14.65,X,0,0,0,,
,,AIG200619C75,0,166,.057,.010,-.002,.053,.022,24.48%,.25500365,<empty>,<empty>,3.65%,7.70%,96.35%,0.61%,55.61%,.255,136 x 47,136,47,0.00%,.34,.34,A,0,0,0,.20,Z,.31,M,19 JUN 20,75,22.95,M,24.10,P,AIG200619P75,0,0,-.884,.014,-.004,.086,-.238,30.27%,23.52,226.03%,45.70%,93.28%,14.43%,6.72%,1.35%,<empty>,23.525,39 x 4,39,4,<empty>,0,0, ,0,0,0,,

15 JAN 21  (502)  100
