Stock quote and option quote for AIG on 7/1/19 17:55:49

UNDERLYING
LAST,LX,Net Chng,BID,BX,ASK,AX,Size,Volume,Open,High,Low
53.84,N,+.56,53.60,P,53.99,P,4 x 4,"3,199,846",53.53,53.97,53.17

UNDERLYING EXTRA INFO
Yield,PE,Div,Div.Freq,Ex Div.Date,52High,52Low,Shares,FastBeta
2.38%,-185.7,.32,Q,6/13/19,56.36,36.16,"869,753,580",0.8

Theo parameters
Theo date,Theo stock price,Theo volatility
7/1/19, 0.00$, 0.00%

5 JUL 19  (4)  100 (Weeklys)
,,Option Code,Volume,Open.Int,Delta,Gamma,Theta,Vega,Rho,Impl Vol,Theo Price,ROC,ROR,Prob.ITM,Cov Return,Max Cov Return,Mark,Size,BS,AS,%Change,Last,LAST,LX,High,Low,Prob.OTM,Prob.Touch,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Option Code,Volume,Open.Int,Delta,Gamma,Theta,Vega,Rho,Impl Vol,Theo Price,ROC,ROR,Prob.ITM,Cov Return,Max Cov Return,Mark,Size,BS,AS,%Change,Last,LAST,LX,High,Low,Prob.OTM,Prob.Touch,,
,,AIG200619C47,0,267,.729,.023,-.006,.168,.230,26.68%,9.18,<empty>,<empty>,64.82%,4.46%,4.46%,9.175,277 x 236,277,236,0.00%,8.40,8.40,E,0,0,35.18%,64.76%,8.80,X,9.55,E,19 JUN 20,47,2.37,B,2.53,X,AIG200619P47,0,84,-.253,.023,-.006,.168,-.142,26.36%,2.45,52.13%,5.50%,34.90%,4.68%,<empty>,2.450,141 x 67,141,67,0.00%,2.77,2.77,A,0,0,65.10%,64.31%,,
,,AIG200619C50,0,94,.653,.028,-.006,.190,.233,24.75%,7.03,<empty>,<empty>,56.99%,6.09%,6.09%,7.025,151 x 99,151,99,0.00%,5.95,5.95,Z,0,0,43.01%,79.03%,6.85,X,7.20,C,19 JUN 20,50,3.30,X,3.60,X,AIG200619P50,0,149,-.332,.027,-.007,.190,-.183,25.52%,3.45,49.80%,7.41%,43.51%,6.59%,<empty>,3.450,196 x 202,196,202,0.00%,3.91,3.91,N,0,0,56.49%,79.74%,,
,,AIG200619C52.5,0,225,.577,.031,-.006,.203,.222,23.80%,5.52,<empty>,<empty>,49.39%,8.00%,8.00%,5.525,261 x 57,261,57,0.00%,4.85,4.85,Q,0,0,50.61%,92.60%,5.35,X,5.70,X,19 JUN 20,52.5,4.35,X,4.65,X,AIG200619P52.5,0,170,-.405,.029,-.007,.203,-.219,24.96%,4.50,47.73%,9.38%,51.02%,8.60%,<empty>,4.500,87 x 204,87,204,0.00%,5.05,5.05,N,0,0,48.98%,93.00%,,
,,AIG200619C55,0,260,.499,.031,-.007,.208,.202,23.65%,4.37,<empty>,<empty>,41.55%,8.36%,10.58%,4.375,181 x 254,181,254,0.00%,3.75,3.75,Q,0,0,58.45%,91.64%,4.15,X,4.60,C,19 JUN 20,55,5.55,C,5.90,B,AIG200619P55,0,5,-.481,.031,-.007,.208,-.257,24.38%,5.72,53.17%,11.62%,58.47%,8.72%,<empty>,5.725,196 x 141,196,141,0.00%,6.10,6.10,Q,0,0,41.53%,91.86%,,
,,AIG200619C57.5,28,21,.417,.032,-.006,.204,.177,22.58%,3.23,<empty>,<empty>,34.00%,6.16%,13.16%,3.225,210 x 58,210,58,+7.14%,3.00,3.00,H,3.00,3.00,66.00%,74.05%,3.10,X,3.35,X,19 JUN 20,57.5,6.90,C,7.30,N,AIG200619P57.5,0,9,-.559,.031,-.007,.205,-.295,23.64%,7.10,65.94%,14.09%,65.69%,6.57%,<empty>,7.100,279 x 4,279,4,0.00%,7.50,7.50,Q,0,0,34.31%,75.04%,,
,,AIG200619C60,10,504,.344,.031,-.006,.193,.150,22.45%,2.45,<empty>,<empty>,27.24%,4.68%,16.45%,2.450,175 x 142,175,142,+3.41%,2.12,2.12,W,2.12,2.12,72.76%,58.88%,2.29,X,2.61,B,19 JUN 20,60,8.55,X,8.95,X,AIG200619P60,0,13,-.631,.030,-.006,.195,-.339,23.40%,8.75,81.26%,17.07%,72.25%,4.95%,<empty>,8.750,236 x 165,236,165,0.00%,9.19,9.19,C,0,0,27.75%,60.21%,,
,,AIG200619C62.5,0,3,.276,.028,-.005,.176,.124,22.23%,1.82,<empty>,<empty>,21.31%,3.47%,20.02%,1.815,142 x 205,142,205,0.00%,1.48,1.48,N,0,0,78.69%,45.75%,1.62,B,2.01,X,19 JUN 20,62.5,10.40,M,10.80,B,AIG200619P62.5,0,0,-.696,.028,-.006,.179,-.395,23.38%,10.60,98.44%,20.42%,77.87%,3.71%,<empty>,10.600,69 x 141,69,141,<empty>,0,0, ,0,0,22.13%,47.74%,,
,,AIG200619C65,3,53,.215,.025,-.005,.154,.098,21.82%,1.29,<empty>,<empty>,16.14%,2.47%,23.79%,1.290,159 x 229,159,229,+3.85%,1.08,1.08,C,1.08,1.08,83.86%,34.42%,1.11,X,1.47,X,19 JUN 20,65,12.30,C,12.85,E,AIG200619P65,0,16,-.753,.026,-.005,.160,-.474,23.33%,12.58,116.78%,23.99%,82.62%,2.70%,<empty>,12.575,106 x 230,106,230,0.00%,14.20,14.20,C,0,0,17.38%,37.27%,,
,,AIG200619C70,0,154,.122,.018,-.003,.107,.057,21.27%,.62501687,<empty>,<empty>,8.65%,1.19%,32.08%,.625,232 x 145,232,145,0.00%,.54,.54,W,0,0,91.35%,18.28%,.50,X,.75,B,19 JUN 20,70,16.60,C,17.05,X,AIG200619P70,0,0,-.846,.019,-.003,.116,-.773,23.09%,16.83,156.25%,31.64%,89.84%,1.27%,<empty>,16.825,98 x 154,98,154,<empty>,0,0, ,0,0,10.16%,21.60%,,
,,AIG200619C75,0,12,.065,.011,-.002,.068,.031,21.03%,.2951049,<empty>,<empty>,4.38%,0.56%,41.00%,.295,48 x 20,48,20,0.00%,.27,.27,B,0,0,95.62%,9.18%,.23,B,.36,Z,19 JUN 20,75,20.45,B,22.50,B,AIG200619P75,0,0,-.895,.013,-.002,.083,-1.330,24.01%,21.48,199.43%,40.12%,93.63%,0.60%,<empty>,21.475,48 x 48,48,48,<empty>,0,0, ,0,0,6.37%,13.50%,,

15 JAN 21  (564)  100
,,Option Code,Volume,Open.Int,Delta,Gamma,Theta,Vega,Rho,Impl Vol,Theo Price,ROC,ROR,Prob.ITM,Cov Return,Max Cov Return,Mark,Size,BS,AS,%Change,Last,LAST,LX,High,Low,Prob.OTM,Prob.Touch,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Option Code,Volume,Open.Int,Delta,Gamma,Theta,Vega,Rho,Impl Vol,Theo Price,ROC,ROR,Prob.ITM,Cov Return,Max Cov Return,Mark,Size,BS,AS,%Change,Last,LAST,LX,High,Low,Prob.OTM,Prob.Touch,,
,,AIG210115C30,0,159,.888,.003,-.002,.081,.088,38.03%,23.98,<empty>,<empty>,84.03%,0.16%,0.16%,23.975,48 x 48,48,48,0.00%,22.60,22.60,H,0,0,15.97%,28.63%,22.45,B,25.50,B,15 JAN 21,30,.53,X,.81,X,AIG210115P30,0,222,-.056,.005,-.002,.076,-.055,34.66%,.67031915,22.33%,2.28%,12.79%,0.80%,<empty>,.670,74 x 199,74,199,0.00%,.74,.74,M,0,0,87.21%,23.22%,,
,,AIG210115C33,5,5,.884,.005,-.002,.093,.130,33.35%,21.18,<empty>,<empty>,83.35%,0.40%,0.40%,21.175,48 x 48,48,48,+6.87%,21.00,21.00,Z,21.00,21.00,16.65%,30.17%,20.00,B,22.35,B,15 JAN 21,33,.77,B,.91,M,AIG210115P33,0,821,-.074,.007,-.003,.093,-.071,31.87%,.84009289,25.45%,2.61%,15.11%,1.01%,<empty>,.840,48 x 21,48,21,0.00%,.95,.95,N,0,0,84.89%,27.53%,,
,,AIG210115C35,0,481,.882,.007,-.002,.099,.157,30.04%,19.25,<empty>,<empty>,83.17%,0.49%,0.49%,19.250,173 x 247,173,247,0.00%,18.45,18.45,N,0,0,16.83%,30.74%,18.70,B,19.80,T,15 JAN 21,35,.92,X,1.13,X,AIG210115P35,10,545,-.091,.008,-.003,.109,-.086,30.58%,1.03,29.29%,3.02%,17.44%,1.23%,<empty>,1.025,79 x 35,79,35,-14.17%,1.09,1.09,C,1.09,1.09,82.56%,31.79%,,
,,AIG210115C38,0,0,.860,.010,-.002,.123,.220,27.62%,16.60,<empty>,<empty>,79.86%,0.91%,0.91%,16.600,141 x 31,141,31,<empty>,0,0, ,0,0,20.14%,36.87%,16.30,B,16.90,X,15 JAN 21,38,1.32,X,1.57,X,AIG210115P38,0,205,-.124,.010,-.003,.136,-.117,29.33%,1.45,38.03%,3.95%,22.14%,1.73%,<empty>,1.445,102 x 702,102,702,0.00%,1.54,1.54,Q,0,0,77.86%,40.25%,,
,,AIG210115C40,0,"10,391",.835,.012,-.003,.143,.261,26.73%,14.95,<empty>,<empty>,76.47%,1.33%,1.33%,14.950,21 x 21,21,21,0.00%,14.50,14.50,Z,0,0,23.53%,43.02%,14.85,Z,15.05,M,15 JAN 21,40,1.62,X,1.85,Q,AIG210115P40,0,"3,190",-.149,.012,-.004,.154,-.139,28.17%,1.74,43.38%,4.53%,25.23%,2.08%,<empty>,1.735,100 x 50,100,50,0.00%,2.00,2.00,E,0,0,74.77%,45.85%,,
,,AIG210115C42,354,"6,806",.808,.015,-.003,.163,.294,25.56%,13.30,<empty>,<empty>,73.11%,1.75%,1.75%,13.300,24 x 40,24,40,+4.28%,13.40,13.40,Q,13.40,12.80,26.89%,49.15%,13.25,Q,13.35,N,15 JAN 21,42,2.17,Q,2.36,X,AIG210115P42,7,542,-.184,.014,-.004,.176,-.170,28.15%,2.27,53.93%,5.70%,29.85%,2.72%,<empty>,2.265,10 x 163,10,163,-9.20%,2.27,2.27,H,2.27,2.27,70.15%,53.98%,,
,,AIG210115C45,64,"2,325",.747,.018,-.004,.198,.327,25.66%,11.28,<empty>,<empty>,65.40%,2.92%,2.92%,11.275,13 x 309,13,309,-3.88%,11.15,11.15,Q,11.15,10.55,34.60%,62.71%,11.00,Z,11.55,E,15 JAN 21,45,2.87,H,3.10,X,AIG210115P45,0,627,-.235,.017,-.005,.203,-.215,26.91%,2.99,66.33%,7.10%,35.85%,3.58%,<empty>,2.985,16 x 36,16,36,0.00%,3.32,3.32,A,0,0,64.15%,64.64%,,
,,AIG210115C47,0,555,.715,.022,-.004,.213,.344,22.92%,9.45,<empty>,<empty>,62.82%,3.13%,3.13%,9.450,334 x 65,334,65,0.00%,9.60,9.60,E,0,0,37.18%,67.81%,8.90,E,10.00,X,15 JAN 21,47,3.50,N,3.80,X,AIG210115P47,0,309,-.275,.019,-.005,.220,-.250,26.55%,3.65,77.66%,8.42%,40.51%,4.38%,<empty>,3.650,8 x 305,8,305,0.00%,3.97,3.97,A,0,0,59.49%,72.75%,,
,,AIG210115C50,0,572,.638,.023,-.005,.239,.341,23.55%,7.88,<empty>,<empty>,53.96%,4.84%,4.84%,7.875,233 x 276,233,276,0.00%,7.65,7.65,X,0,0,46.04%,83.04%,7.55,E,8.20,C,15 JAN 21,50,4.65,N,4.80,M,AIG210115P50,6,908,-.340,.021,-.005,.240,-.304,25.67%,4.72,68.20%,10.44%,47.37%,5.67%,<empty>,4.725,1 x 32,1,32,-6.73%,4.85,4.85,N,4.85,4.85,52.63%,84.68%,,
,,AIG210115C52.5,2,354,.574,.025,-.005,.252,.329,23.02%,6.50,<empty>,<empty>,47.53%,6.20%,6.20%,6.500,231 x 31,231,31,-7.46%,6.33,6.33,C,6.33,6.33,52.47%,94.15%,6.30,X,6.70,X,15 JAN 21,52.5,5.55,X,5.95,I,AIG210115P52.5,6,416,-.398,.023,-.005,.252,-.350,24.87%,5.75,60.99%,12.30%,53.17%,6.90%,<empty>,5.750,188 x 26,188,26,-8.66%,5.80,5.80,N,5.80,5.80,46.83%,94.66%,,
,,AIG210115C55,0,842,.510,.026,-.005,.259,.308,22.85%,5.37,<empty>,<empty>,41.14%,6.45%,7.85%,5.375,10 x 55,10,55,0.00%,4.75,4.75,Q,0,0,58.86%,92.92%,5.25,Q,5.50,I,15 JAN 21,55,6.50,X,7.25,B,AIG210115P55,0,37,-.459,.025,-.005,.259,-.398,23.94%,6.87,63.85%,14.29%,58.98%,6.86%,<empty>,6.875,375 x 141,375,141,0.00%,7.33,7.33,I,0,0,41.02%,93.19%,,
,,AIG210115C57.5,3,602,.445,.026,-.005,.258,.281,22.29%,4.30,<empty>,<empty>,35.09%,5.16%,9.56%,4.300,223 x 182,223,182,-8.44%,4.12,4.12,X,4.12,4.12,64.91%,78.34%,4.05,X,4.55,E,15 JAN 21,57.5,7.90,C,8.75,E,AIG210115P57.5,0,20,-.520,.025,-.005,.258,-.449,23.71%,8.32,77.31%,16.93%,64.70%,5.60%,<empty>,8.325,380 x 218,380,218,0.00%,19.21,19.21,C,0,0,35.30%,79.42%,,
,,AIG210115C60,0,179,.383,.026,-.005,.250,.251,21.93%,3.43,<empty>,<empty>,29.44%,4.11%,11.51%,3.425,193 x 188,193,188,0.00%,3.02,3.02,X,0,0,70.56%,65.12%,3.20,X,3.65,E,15 JAN 21,60,9.30,E,10.30,E,AIG210115P60,0,18,-.582,.025,-.005,.252,-.503,23.04%,9.80,91.01%,19.52%,70.13%,4.37%,<empty>,9.800,318 x 166,318,166,0.00%,10.84,10.84,M,0,0,29.87%,66.45%,,
,,AIG210115C62.5,0,55,.324,.025,-.004,.236,.218,21.59%,2.69,<empty>,<empty>,24.29%,3.23%,13.63%,2.690,4 x 311,4,311,0.00%,2.40,2.40,H,0,0,75.71%,53.30%,2.44,C,2.94,X,15 JAN 21,62.5,11.10,C,12.00,X,AIG210115P62.5,0,11,-.638,.024,-.004,.240,-.566,22.93%,11.55,107.26%,22.67%,74.93%,3.47%,<empty>,11.550,457 x 310,457,310,0.00%,19.60,19.60,M,0,0,25.07%,55.38%,,
,,AIG210115C65,0,326,.271,.023,-.004,.218,.187,21.33%,2.10,<empty>,<empty>,19.76%,2.52%,15.92%,2.095,267 x 179,267,179,0.00%,2.08,2.08,A,0,0,80.24%,43.06%,1.85,C,2.34,E,15 JAN 21,65,13.05,C,13.95,X,AIG210115P65,0,0,-.685,.023,-.004,.226,-.646,23.20%,13.50,125.37%,26.21%,78.93%,2.81%,<empty>,13.500,4 x 265,4,265,<empty>,0,0, ,0,0,21.07%,46.35%,,
,,AIG210115C70,10,10,.184,.019,-.003,.176,.131,21.09%,1.27,<empty>,<empty>,12.73%,1.52%,20.93%,1.270,208 x 316,208,316,+31.11%,1.18,1.18,C,1.18,1.18,87.27%,27.46%,1.04,H,1.50,X,15 JAN 21,70,16.95,C,17.90,X,AIG210115P70,0,0,-.781,.020,-.003,.182,-.878,22.50%,17.43,161.82%,33.14%,86.10%,1.52%,<empty>,17.425,4 x 223,4,223,0.00%,27.35,27.35,N,0,0,13.90%,30.17%,,
,,AIG210115C75,0,101,.120,.014,-.002,.133,.087,20.87%,.74509316,<empty>,<empty>,7.86%,0.89%,26.30%,.745,141 x 136,141,136,0.00%,.60,.60,N,0,0,92.14%,16.82%,.58,B,.91,X,15 JAN 21,75,21.70,I,22.40,C,AIG210115P75,0,0,-.823,.016,-.003,.155,-1.246,24.18%,22.05,204.77%,41.64%,89.60%,1.07%,<empty>,22.050,70 x 355,70,355,0.00%,37.50,37.50,A,0,0,10.40%,22.59%,,
,,AIG210115C80,0,104,.074,.010,-.002,.094,.055,20.57%,.41530759,<empty>,<empty>,4.61%,0.50%,31.91%,.415,141 x 126,141,126,0.00%,.25,.25,H,0,0,95.39%,9.79%,.32,B,.51,X,15 JAN 21,80,25.85,X,26.90,H,AIG210115P80,0,0,-.898,.012,-.001,.093,-1.970,22.33%,26.37,244.94%,49.18%,94.20%,0.26%,<empty>,26.375,31 x 97,31,97,<empty>,0,0, ,0,0,5.80%,12.42%,,
,,AIG210115C85,0,237,.054,.008,-.001,.073,.040,21.35%,.29505651,<empty>,<empty>,3.15%,0.35%,37.77%,.295,464 x 301,464,301,0.00%,.31,.31,N,0,0,96.85%,6.67%,.05,X,.54,X,15 JAN 21,85,29.55,B,32.60,B,AIG210115P85,0,0,-1.000,.00,.00,.00,.00,--,<empty>,288.59%,57.63%,100.00%,-0.10%,<empty>,31.075,48 x 48,48,48,0.00%,31.05,31.05,N,0,0,0.00%,0.00%,,
,,AIG210115C90,0,225,.044,.006,-.001,.063,.033,22.68%,.25009918,<empty>,<empty>,2.45%,0.30%,43.72%,.250,0 x 491,0,491,0.00%,.09,.09,N,0,0,97.55%,5.20%,0,B,.50,X,15 JAN 21,90,34.00,B,38.40,B,AIG210115P90,0,0,-.893,.007,-.002,.085,-.401,27.59%,36.20,336.18%,67.29%,95.30%,0.05%,<empty>,36.200,48 x 48,48,48,<empty>,0,0, ,0,0,4.70%,10.20%,,
